label,text,extracted_symp
hypertension,"I was at work when I started feeling a headache, chest pain, and dizziness. It's been hard for me to concentrate and focus on my tasks since then.","headache, chest_pain, dizziness, difficulty_concentrating, focus_issues"
hypertension,"When I first experienced a headache, chest pain, and lightheadedness, I was out shopping. Since then, it has been difficult for me to concentrate on my work.","headache, chest_pain, lightheadedness, difficulty_concentrating"
hypertension,"I had a headache and chest pain this morning, and as the day wore on, I also started to feel unsteady and unstable on my feet.","headache, chest_pain, instability"
hypertension,"I woke up this morning with a headache and chest pain, and as the day has gone on, I've also been feeling dizzy and unsteady on my feet","headache, chest_pain, dizziness, unsteady"
hypertension,"While taking a walk, I suddenly started experiencing headache, chest pain, and dizziness after feeling fine all day. Since then, it has been challenging for me to concentrate and focus.","headache, chest_pain, dizziness, concentration_problems"
hypertension,"In addition to feeling dizzy and lightheaded, I've been having problems keeping my equilibrium. My capacity to concentrate and focus has also been slipping, I've noticed.","dizziness, lightheadedness, equilibrium_problems, concentration_problems"
hypertension,"Along with a chest pain and dizziness, I've had a headache that seems like a sharp pain in my forehead.","headache, sharp_pain, chest_pain, dizziness"
hypertension,"I've been experiencing balance issues along with feeling dizzy and lightheaded. Additionally, I've seen a drop in my concentration and focus.","balance_issues, dizziness, lightheadedness, concentration_issues"
hypertension,"For a few days now, I've been suffering from a headache and chest pain, but today the dizziness and lack of balance got considerably worse.","dizziness, headache, chest_pain"
hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a walk. It's been hard for me to focus and concentrate since then.","headache, chest_pain, dizziness, difficulty_focusing"
hypertension,"I have been feeling disoriented and dizzy, and have also had trouble keeping my balance. My headache has been a constant presence as well.","disorientation, dizziness, balance_trouble, headache"
hypertension,"When I first experienced a headache, chest pain, and lightheadedness, I was at work. Since then, it has been challenging for me to focus and concentrate on my work.","headache, chest_pain, lightheadedness, difficulty_focusing, difficulty_concentrating"
hypertension,"I instantly experienced a headache, chest pain, and dizziness while working out. Since then, it has been challenging for me to keep my balance.","headache, chest_pain, dizziness, balance_issues"
hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while driving home from work. It's been hard for me to focus and concentrate on the road since then.","headache, chest_pain, dizziness, difficulty_focusing"
hypertension,"I felt fine all day, but when I was driving home from work, I suddenly started to have headache, chest discomfort, and dizziness. Since then, it has been challenging for me to concentrate and focus while driving.","headache, chest_discomfort, dizziness, difficulty_concentrating"
hypertension,"I was out shopping when I started feeling a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my tasks since then.","headache, chest_pain, dizziness, difficulty_focusing"
hypertension,"I woke up this morning feeling fine, but as the day went on, I started experiencing a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my work since then.","headache, chest_pain, dizziness, difficulty_focusing"
hypertension,"I felt good when I woke up this morning, but as the day wore on, I began to feel headachey, sick to my stomach, and dizzy. Since then, it has been challenging for me to concentrate and focus on my work.","headache, nausea, dizziness, difficulty_concentrating"
hypertension,"I was in the middle of a meeting when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on the discussion since then.","headache, chest_pain, dizziness"
hypertension,"I suddenly experienced a headache, chest pain, and dizziness in the middle of a conference. Since then, it has been challenging for me to concentrate and focus on the topic.","headache, chest_pain, dizziness, difficulty_concentrating"
hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then","headache, chest_pain, dizziness, balance_problems"
hypertension,"I was in the middle of a workout when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to maintain my balance since then","headache, chest_pain, dizziness, balance_issues"
hypertension,I've been experiencing balance issues in addition to feeling disoriented and dizzy. My headache has also been present nonstop.,"balance_issues, disorientation, dizziness, headache"
hypertension,"I have been experiencing a headache that feels like a sharp pain in my temples, along with chest pain and dizziness.","headache, sharp_pain, chest_pain, dizziness"
hypertension,"I have been dealing with a headache and chest pain for a few days now, but today the dizziness and loss of balance became much worse.","dizziness, loss_of_balance, headache, chest_pain"
hypertension,"I have been experiencing symptoms such as a headache, chest pain, dizziness, loss of balance, and difficulty focusing.","headache, chest_pain, dizziness, loss_of_balance, difficulty_focusing"
hypertension,"Headache, chest discomfort, dizziness, lack of balance, and difficulty concentrating are some of the symptoms I've been having.","headache, chest_discomfort, dizziness, lack_of_balance, difficulty_concentrating"
hypertension,"Along with chest pain, dizziness, and a headache that feels like a narrow zone around my head, I have been having a lot of trouble.","chest_pain, dizziness, headache, narrow_zone"
hypertension,"I have been experiencing a headache, chest pain, dizziness, and difficulty maintaining my balance. I also feel like I am having trouble concentrating","headache, chest_pain, dizziness, difficulty_concentrating"
hypertension,"Along with a headache, chest pain, instability, and balance issues, I've also been feeling dizzy. I also think I'm having problems focusing.","headache, chest_pain, instability, balance_issues, dizziness, focusing_problems"
hypertension,"In addition to a head pain, chest pain, instability, and balance issues, I've already been feeling unwell. I also suppose I'm having issues focusing.","head_pain, chest_pain, instability, balance_issues, difficulty_focusing"
hypertension,"I've been experiencing balance issues, a headache, chest pain, and dizziness. My ability to concentrate and focus has also been challenging.","balance_issues, headache, chest_pain, dizziness, concentration_issues, focus_issues"
hypertension,"I have been having a headache, chest pain, dizziness, and trouble with my balance. It has also been hard for me to focus and concentrate.","headache, chest_pain, dizziness, balance_problem, difficulty_focusing"
hypertension,"I've been encountering poor balance, a headache, chest pain, and dizziness. My ability to pay attention and focus has also been problematic.","poor_balance, headache, chest_pain, difficulty_focusing"
hypertension,"My coordination has been off, and I've been experiencing a headache, chest pain, and dizziness. Additionally, I've had trouble concentrating and focusing.","coordination_issues, headache, chest_pain, dizziness, difficulty_concentrating"
hypertension,"My symptoms include a headache, chest pain, dizziness, lack of balance, and trouble concentrating."," headache, chest_pain, dizziness, lack_of_balance, trouble_concentrating"
hypertension,"Along with a head pain, chest pain, instability, and balance issues, I've also been feeling unwell. I also think I'm having problems focusing.","head_pain, chest_pain, instability, balance_issues, difficulty_focusing"
hypertension,"I have been experiencing chest pain, dizziness, and a headache that feels like a continual pressure in my forehead.","chest_pain, dizziness, headache, pressure_forehead"
hypertension,"I've been encountering trouble walking, a headache, chest pain, and dizziness. My concentration skills and focus has also been challenging.","trouble_walking, headache, chest_pain, dizziness, concentration_skills_focus"
hypertension,"I've had intense aches in my chest, a headache that won't go away, and I've been feeling dizzy and unsteady.","aches, headache, dizziness"
hypertension,"I've been experiencing dizziness and anxiousness, as well as a loss in my attention and concentration and ability to concentrate.","dizziness, anxiousness, loss_of_attention, concentration_difficulties"
hypertension,"I've been experiencing dizziness and shakiness, as well as a loss in my attention span and ability to concentrate.","dizziness, shakiness, attention_span, concentration"
hypertension,"I have been feeling lightheaded and unsteady on my feet, and have also noticed a decline in my ability to focus and concentrate.","lightheadedness, dizziness, focus_issues"
hypertension,"I've had intense aches in my chest, a head  pain that refuses to go away, and I've been feeling dizzy and unsteady.","achy_chest, head_pain, dizziness"
hypertension,"I've been experiencing balance issues, chest pain, headaches, and pains. I've been having trouble focusing as well.","balance_issues, chest_pain, headaches, pains, difficulty_focusing"
hypertension,"My balance has been off, and I have a headache, chest pain, and dizziness. I've also observed that it's hard for me to concentrate.","balance_issues, headache, chest_pain, difficulty_concentrating"
hypertension,"I've been experiencing balance issues, a headache, chest pain, and dizziness. I've also realised that I'm having trouble focusing.","balance_issues, headache, chest_pain, difficulty_focusing"
hypertension,"Along with a headache and chest pain, I also experienced fainting and balance issues. Additionally, I've discovered that it's hard for me to focus.","headache, chest_pain, fainting, balance_issues, difficulty_focusing"
hypertension,"I've been suffering from symptoms including a headache, chest pain, dizziness, losing my balance, and trouble concentrating.","headache, chest_pain, dizziness, loss_of_balance, trouble_concentrating"
hypertension,"I have been struggling with a headache that feels like a tight band around my head, along with chest pain and dizziness.","headache, tight_band, chest_pain, dizziness"
impetigo,I have developed a skin rash on my face and neck. The rash is made up of red sores that are blistering. I am worried about my health.,"rash, blisters, redness"
impetigo,My cheeks and nose are covered with red sores. I've observed that the rash on my neck and chest is spreading faster. I am also developing a mild fever.,"red_sores, rash_spreading, fever"
impetigo,I have a high fever. There are red sores developing near my nose. The sores are painful and have yellow rust-colored ooze coming out from them.,"fever, sores, pain, yellow_ooze"
impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night.","rash, sores, fever"
impetigo,There are red sores on my face and near my nose. I have noticed that the rash is spreading more quickly on my neck and chest.,"rash, red_sores, spreading"
impetigo,"My skin has developed rashes, mainly near the nose. The rash is spreading to other parts of my body. I am really about worried about this.","rash, spreading"
impetigo,I have been experiencing extreme fatigue and a high fever. There are rashes near my nose and mouth. The rash is itchy and makes it very difficult for me to sleep.,"fatigue, fever, rash, itchy"
impetigo,I have noticed that the sores are taking longer to heal and are more prone to infection. The sores on my face are swollen and tender to the touch and very uncomfortable to handle.,"sores, infection, swollen, tender_to_touch"
impetigo,My nasal sores have crusted up and become difficult to touch. The wounds used to leak a yellow-rust coloured fluid. It is taking a lot longer to deal with using medication.,"nasal_sores, crusting, difficulty_touching, yellow_rust_coloured_fluid, delayed_healing"
impetigo,I have been suffering from a high fever for the last couple of days. Sores are developing near my nose. The sores are painful and I am feeling very uncomfortable these days.,"fever, sores, painful, discomfort"
impetigo,"A few days ago, I experienced a tiny rash around my nose. The rash is now accompanied by a burning feeling and skin redness and discharge of fluid. I believe it is some sort of infection.","rash, burning, redness, discharge"
impetigo,"I developed a minor rash near my nose a few days ago. Now, the rash is accompanied by a burning sensation and redness of the skin. I feel it is some kind of an infection.","rash, burning_sensation, redness, infection"
impetigo,"A rash has developed around my nose and lips, with huge red lesions that are painful and emit a yellow rust-colored fluid.","rash, red_lesions, painful, yellow_fluid"
impetigo,"Small red sores appeared near my nose and neck at first. I now have a high temperature, and the sores have gotten more painful and inflamed in recent days.","sores, high_temperature, painful, inflammation"
impetigo,"I am having a high fever. I've had a skin rash on my face, neck and arms. The rash is made up of burning red lesions. I'm concerned about my health.","fever, skin_rash, burning, red_lesions"
impetigo,"I noticed a skin rash on my face. It was made up of a blistering sore. Today I observed a yellow colored fluid coming out of the sores, I am not sure what it is.","skin_rash, blistering, yellow_fluid"
impetigo,"The rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. It is getting extremely painful with each day.","pain, inflammation, sores, weeping, fluid"
impetigo,"I've acquired skin rashes with blistering sores. The blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. I'm also running a high fever.","rashes, blistering_sores, fever"
impetigo,"I have developed skin rashes made up of blistering sores. The blistering sores are raised, fluid-filled lesions and they are painful to touch. I am also suffering from a high fever.","blistering_sores, fever, painful_to_touch"
impetigo,The sores around my nose have become crusted over and are difficult to touch. A yellow-rust coloured ooze used to come out of the sores. It is taking much more time to handle.,"sores, crusted, difficult_to_touch, yellow_rust"
impetigo,"I believe I have some skin disease. There are rashes on my face and small sores near my nose. The sores have become red, and painful and some kind of a yellow ooze discharges from them.","rashes, sores, redness, pain, yellow_ooze"
impetigo,"My face is covered in sores. Most of them are near my nose and lips. The lesions are causing discomfort or suffering, and a yellow or rust-colored fluid is oozing from them.","sores, discomfort, suffering, yellow_fluid"
impetigo,"I have noticed that the sores on my face are healing more slowly and are more likely to become infected. My cheek sores are large, painful to the touch, and extremely difficult to handle. I can't seem to get rid of these sores.","sores, slow_healing, infection, painful, difficulty_handling"
impetigo,"I am suffering from extreme fever and weakness. I have developed sores on my face. The sores itchy and uncomfortable. Often, a yellow colored ooze comes out of the sores.","fever, weakness, sores, itching, yellow_ooze"
impetigo,"I've started getting sores on my face and nose. I have no idea what is causing this. My cheek sores are large and irritating to the touch, and I have a burning feeling and skin redness.","sores, face, nose, irritation, burning, redness"
impetigo,"I have rashes around my nose, as well as huge red sores. The rash is spreading to other places on my body, as I've seen. In addition, I have a high temperature every night.","rash, sores, high_temperature"
impetigo,I initially had rashes on my face and near my nose. But now the rash is spreading down my arms and legs.,"rash, spreading"
impetigo,"I have also been experiencing flu-like symptoms, such as fever and body pain. I have noticed red rashes and blistering sores near my nose and lips. It's itchy and uncomfortable.","fever, body_pain, rashes, blisters, itchiness"
impetigo,I am suffering from mild fever and headache. There are small sores near my nose and rashes on my neck. I am going through a very tough time right now.,"fever, headache, sores, rashes"
impetigo,"There are sores on my face and mostly near my nose and lips. The sores are causing discomfort or pain, and there is a discharge of yellow or rust-colored fluid from them.","sores, discomfort, pain, discharge"
impetigo,"I've been suffering from a high fever for the past few days. Sores are forming around my nose and there are rashes on different parts of my body. The sores are severe, and I'm feeling really uneasy these days.","fever, sores, rashes, unease"
impetigo,"Over the last two days, the rash on my face has gotten more severe and inflamed, and the blisters have begun to bleed clear pus. It is really painful to deal with.","rash, inflammation, blisters, pus, pain"
impetigo,I have rashes on my face. I am starting to have small sores around my nose and often a yellow fluid comes out of the sores. The sores are becoming extremely painful.,"rashes, sores, yellow_fluid, pain"
impetigo,"I am feeling really sick. I have a high fever and headache. I noticed rashes on my arms and face. I am extremely worried about this. Today, I observed red sores near my nose.","fever, headache, rashes, red_sores"
impetigo,"The sores around my nose are now surrounded by red, inflamed skin. The rash has caused my skin to become dry and flaky, with a visible yellow colored fluid coming out of the sores.","sores, redness, inflammation, dry_skin, flakiness, fluid"
impetigo,"I have been developing sores on my face and nose area. I am not sure what is causing this. The sores on my face are swollen and tender to the touch, and I have a burning sensation and redness of the skin.","sores, swollen, tender, burning, redness"
impetigo,"I have a high fever every night and developed sores on my face, particularly near my nose. I have noticed that the sores are taking longer to heal and are more prone to infection.","fever, sores, infection"
impetigo,"I've had rashes on my face. I'm developing little sores around my nose, and a yellow ooze is frequently oozing from them. The lesions have become even more painful.","rashes, sores, yellow_ooze, pain"
impetigo,"There is a rash particularly bad around my nose, with large red sores that are painful and have yellow rust-colored ooze coming from them.","rash, sores, painful, yellow_ooze"
impetigo,"Initially, I developed small red sores near my nose and neck. Now, I am having a high fever and the sores have become more painful and inflamed over the past few days.","sores, fever, inflammation, pain"
impetigo,"The sores on my face are beginning to weep clear fluid. Also, every night I get a high fever and chills, because of which I cannot sleep all night.","weeping, clear_fluid, fever, chills"
impetigo,I have a high fever and am really weak. My face has gotten sores. The blisters are itchy and painful. A yellow ooze frequently leaks from the wounds.,"fever, weakness, sores, itching, pain, yellow_ooze"
impetigo,I'm feeling quite ill. I have a high fever and a headache. Rashes appeared on my arms and face. I'm quite concerned about this. I saw red sores around my nose and lips today.,"fever, headache, rashes, sores"
impetigo,"I've observed that the lesions on my face are healing slower and are more prone to infection. The lesions on my cheeks are huge, unpleasant to the touch, and incredibly difficult to treat. I can't seem to get these sores to go away.","lesions, slow_healing, infection, unpleasant_to_touch, difficult_to_treat"
impetigo,"The rashes on my face are not healing. I tried some medications but it is not helping much. Recently, I noticed small sores near my nose. They are painful and very difficult to handle.","rashes, non_healing, sores, painful"
impetigo,"I'm running a high temperature. Near my nose, red sores are forming. The lesions are painful, and yellow rust-colored fluid is oozing from them.","high_temperature, red_sores, painful, yellow_fluid"
impetigo,"I'm running a high temperature. I've developed a rash on my face, neck, and arms. The rash consists of painful red lesions. My health is a concern for me.","high_temperature, rash, painful, red_lesions"
impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever.","rashes, blisters, burning, sores, fever"
impetigo,"I feel I have a skin condition. My face has rashes and little blisters around my nose. The wounds have turned red and painful, and a yellow liquid is oozing from them.","rashes, blisters, redness, pain, yellow_liquid"
impetigo,"Over the last week, the rash on my face has gotten more severe and painful, and the sores have begun to discharge a yellow colored fluid. It's becoming increasingly painful by the day.","rash, sores, yellow_discharge, painful"
jaundice,"I've felt really scratchy, nauseated, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additionally, my stomach has been hurting.","scratchy, nausea, fatigue, fever, weight_loss, yellow_skin, stomach_pain"
jaundice,I've been itchy and throwing up. I've lost weight and am also really exhausted. My skin has become yellow and I have a severe temperature. My stomach has also been hurting.,"itchiness, nausea, weight_loss, exhaustion, yellow_skin, high_temperature, stomach_pain"
jaundice,"I've been feeling really scratchy, dizzy, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I get stomach pain.","scratchy, dizzy, fatigue, weight_loss, temperature, dark_urine, skin_yellowing, stomach_pain"
jaundice,"I've been experiencing intense itchiness, nausea, and exhaustion. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additionally, my stomach hurts.","itchiness, nausea, exhaustion, fever, weight_loss, yellow_skin, stomach_pain"
jaundice,"Extreme itchiness, nausea, and exhaustion have been bothering me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. The ache in my stomach is also present.","itchiness, nausea, exhaustion, fever, weight_loss, black_urine, yellow_rash, stomach_ache"
jaundice,"Extreme itchiness, nausea, and fatigue have been troubling me. In moreover, I experienced a fever and lost weight. My pee is black, and I've developed a yellow rash. The ache in my stomach is also present.","itchiness, nausea, fatigue, fever, weight_loss, black_urine, yellow_rash, stomach_ache"
jaundice,"I've been itchy and have been throwing up. Along with losing weight, I'm also really exhausted. My skin has turned yellow, and my fever is high. My stomach has also been hurting recently.","itchiness, vomiting, weight_loss, exhaustion, yellow_skin, high_fever, stomach_pain"
jaundice,"I have been having severe itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I am also experiencing abdominal pain.","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"I've been losing weight and experiencing nausea, itching, and exhaustion. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain.","weight_loss, nausea, itching, exhaustion, yellow_skin, fever, dark_urine, stomach_pain"
jaundice,"I've been losing weight and experiencing severe itching, nausea, and exhaustion. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain.","itching, nausea, exhaustion, yellow_skin, fever, dark_urine, stomach_pain"
jaundice,"I have been experiencing severe itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"I've been losing weight, feeling really fatigued, and throwing up a lot. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain.","weight_loss, fatigue, nausea_vomiting, jaundice, fever, dark_urine, abdominal_pain"
jaundice,"I've had a scratchy stomach and been throwing up. I have also lost weight and am really exhausted. I have a high fever and yellow skin. As well as you, I have been having stomach pain.","stomach_pain, vomiting, weight_loss, fever, yellow_skin"
jaundice,"I have been experiencing intense itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain.","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I have been experiencing stomach pain.","scratchy, sick, worn_out, weight_loss, temperature, dark_urine, yellow_skin, stomach_pain"
jaundice,"I have been suffering from intense itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,I have been feeling itchy and have been vomiting. I am also very tired and have lost weight. My fever is high and my skin has become yellow. I have been experiencing abdominal pain as well.,"itchy, vomiting, fatigue, weight_loss, fever, yellow_skin, abdominal_pain"
jaundice,"I have been experiencing itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain.","itching, vomiting, fatigue, weight_loss, fever, skin_yellowing, dark_urine, abdominal_pain"
jaundice,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I've been having stomach pain.","scratchy, sick, worn_out, weight_loss, temperature, dark_urine, yellow_skin, stomach_pain"
jaundice,"I have been suffering from itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,I have been feeling itchy and have been vomiting. I am also very fatigued and have lost weight. My fever is high and my skin has become yellow. My urine is dark and I have abdominal pain,"itchy, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"Extreme itchiness, sickness, and exhaustion have all been plaguing me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. Additionally, I've had stomach ache.","itchiness, sickness, exhaustion, fever, weight_loss, black_urine, yellow_rash, stomach_ache"
jaundice,"I've been throwing up and experiencing intense itching. Along with losing weight, I'm also really exhausted. My skin has become yellow, and my fever is really high. I've been having stomach pain and my pee is black.","throwing_up, intense_itching, weight_loss, exhaustion, yellow_skin, high_fever, stomach_pain, black_urine"
jaundice,"I've been itchy and throwing up. In addition, I have lost weight and feel really exhausted. My skin has become yellow and I have a severe temperature. I have abdominal ache and black urine.","itchy, throwing_up, weight_loss, exhaustion, yellow_skin, severe_temperature, abdominal_ache, black_urine"
jaundice,"Strong itchiness and nausea have been bothering me. I have also lost weight and am really exhausted. I have a high fever, and my skin is becoming yellow. In addition to feeling stomach ache, my pee is black.","itchiness, nausea, weight_loss, exhaustion, fever, yellow_skin, stomach_ache, black_urine"
jaundice,I've been experiencing terrible itching and nausea. I've lost weight and am also really exhausted. My skin has become yellow and I have a severe temperature. I have dark urine and stomach ache.,"itching, nausea, weight_loss, exhaustion, yellow_skin, high_temperature, dark_urine, stomach_ache"
jaundice,"I've been itchy and have been throwing up. Along with losing weight, I'm also really exhausted. My skin has turned yellow, and my fever is high. Additionally, I get stomach ache and dark urine.","itchiness, vomiting, weight_loss, exhaustion, yellow_skin, high_fever, stomach_ache, dark_urine"
jaundice,"I've had a scratchy stomach and been throwing up. Aside from losing weight, I am also really exhausted. I have a high fever and yellow skin. Besides having stomach ache, my pee is black.","stomach_ache, nausea, vomiting, fever, yellow_skin, dark_urine"
jaundice,"I've been constantly feeling scratchy, sick, and tired out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Furthermore, I have been experiencing stomach pain.","constantly_feeling_scratchy, sick, tired, weight_loss, temperature, dark_urine, skin_yellowing, stomach_pain"
jaundice,"I've been exhausted and experiencing nausea and itching. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I've been having stomach pain.","exhaustion, nausea, itching, weight_loss, temperature, dark_urine, yellow_skin, stomach_pain"
jaundice,"The itch, the nausea, and the weariness have been bothering me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. Additionally, I've had stomach ache.","itch, nausea, weariness, fever, weight_loss, black_urine, yellow_rash, stomach_ache"
jaundice,"I've had nausea, vomiting, and exhaustion. Additionally, I've lost weight and have a temperature. My urine is black and my skin has turned yellow. I've also been having stomach pain.","nausea, vomiting, exhaustion, weight_loss, temperature, black_urine, yellow_skin, stomach_pain"
jaundice,"I have been experiencing intense itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have been having abdominal pain as well.","itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"I've been feeling scratchy and throwing up. I have lost weight and am also really exhausted. My skin has become yellow, and I have a severe fever. I have stomach ache and black urine.","fever, yellow_skin, stomach_ache, black_urine, exhaustion, vomiting"
jaundice,"I've been experiencing intense itching and nausea. I have lost weight and am also really exhausted. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain.","itching, nausea, weight_loss, exhaustion, yellow_skin, fever, dark_urine, stomach_pain"
jaundice,"I've felt really scratchy, nauseated, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. I've also been experiencing stomach pain.","scratchy, nausea, fatigue, fever, weight_loss, yellow_skin, stomach_pain"
jaundice,I have been having severe itching and vomiting. I am also very tired and have lost weight. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain,"itching, vomiting, fatigue, weight_loss, fever, yellow_skin, dark_urine, abdominal_pain"
jaundice,"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additional stomach pain that I've been having","scratchy, sick, worn_out, fever, weight_loss, yellow_skin, stomach_pain"
malaria,"I've had a high temperature, vomiting, chills, and intense itching. I also have a headache and am perspiring a lot. My discomfort has also been brought on by nausea and muscle ache.","high_temperature, vomiting, chills, itching, headache, perspiration, nausea, muscle_ache"
malaria,"Strong itchiness, chills, nausea, and a high fever are all part of my current condition. Besides having a headache, I've been perspiring a lot. I've been bothered by nausea as well as muscle ache.","itchiness, chills, nausea, fever, headache, perspiration, muscle_ache"
malaria,"I have a high fever, chills, and severe itching. In addition, I have a headache and have been perspiring a lot. I've also been bothered by nausea and muscular ache.","fever, chills, itching, headache, perspiration, nausea, muscle_ache"
malaria,"Strong itchiness, chills, nausea, and a high temperature have been plaguing me. Along with having a headache, I'm also perspiring a lot. I've also been bothered by nausea and muscle ache.","itchiness, chills, nausea, high_temperature, headache, perspiration, muscle_ache"
malaria,"I have a high fever, chills, and severe itching. Along with my headache and excessive sweating, I've been terrible with nausea and muscle ache.","fever, chills, itching, headache, sweating, nausea, muscle_ache"
malaria,"I've had intense itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been making me feel miserable.","itching, chills, fever, sweating, headache, nausea, muscle_pain"
malaria,"I've been experiencing severe itching, chills, vomiting, and a high fever. I'm also sweating a lot and have a headache. Nausea and muscle pain have been causing me a lot of discomfort.","itching, chills, vomiting, fever, sweating, headache, nausea, muscle_pain"
malaria,"I've been experiencing a lot of scratching, chills, vomiting, and a fever. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles.","scratching, chills, vomiting, fever, headache, perspiration, nausea, muscle_soreness"
malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. I've been suffering from nausea as well as muscle ache.","fever, chills, itching, headache, perspiration, nausea, muscle_ache"
malaria,"I have a high temperature, vomiting, chills, and severe itching. In addition, I've been perspiring a lot and have a headache. I've also been bothered by nausea and muscle ache.","high_temperature, vomiting, chills, itching, perspiration, headache, nausea, muscle_ache"
malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally hurting me have been nausea and muscle soreness.","fever, itching, chills, vomiting, headache, perspiration, nausea, muscle_soreness"
malaria,"I've been experiencing severe body itchiness, along with chills and nausea. I've been perspiring a lot and have an extremely high fever. I feel sick to my stomach and have a headache. My muscles are hurting a lot.","itchiness, chills, nausea, fever, perspiration, headache, muscle_pain"
malaria,"Along with severe body itchiness, chills, and nausea, I've been experiencing. I've been severely perspiring and have a very high fever. I'm feeling queasy and also have a headache. Really hurting muscles are me.","itchiness, chills, nausea, fever, perspiration, headache, muscle_pain"
malaria,"I've been experiencing severe body itchiness, chills, and vomiting. I have a really high fever, and I've been perspiring a lot. I also feel queasy and have a headache. My muscles are in excruciating discomfort.","itchiness, chills, fever, perspiration, queasiness, headache, muscle_pain"
malaria,"I've had intense itching all over my body, accompanied by chills and vomiting. My fever is really high and I've been sweating excessively. I also have a headache and feel nauseous. My muscles are really painful.","itching, chills, fever, sweating, headache, muscle_pain"
malaria,"I've had a high fever, chills, and intense itching. In addition, I have a headache and am perspiring a lot. My muscles hurt a lot, and I feel sick.","fever, chills, itching, headache, perspiration, muscle_pain, sickness"
malaria,"Along with my intense scratching, chills, nausea, and high fever, I've also been feeling really unwell. Along with my headache and excessive sweating, My muscles hurt a lot, and I feel queasy.","scratching, chills, nausea, fever, headache, excessive_sweating, muscle_pain, queasy"
